Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Availability Tier (product.metafields.custom.availability_tier),Availability Tier Override (product.metafields.custom.availability_tier_override),bench.chip_role (product.metafields.custom.bench_chip_role),bench.cooler_handle (product.metafields.custom.bench_cooler_handle),bench.cpu_handle (product.metafields.custom.bench_cpu_handle),bench.gpu_handle (product.metafields.custom.bench_gpu_handle),bench.motherboard_handle (product.metafields.custom.bench_motherboard_handle),Case Fans RGB (product.metafields.custom.case_fans_rgb),Certification (product.metafields.custom.certification),Cooler Height (product.metafields.custom.cooler_height),Cooler Radiator Size (product.metafields.custom.cooler_radiator_size),CPU Base Clock (product.metafields.custom.cpu_base_clock),CPU Boost Clock (product.metafields.custom.cpu_boost_clock),CPU Cooler Type (product.metafields.custom.cpu_cooler_type),CPU Cooler Types (product.metafields.custom.cpu_cooler_types),CPU Core Count (product.metafields.custom.cpu_core_count),CPU Thread Count (product.metafields.custom.cpu_thread_count),GPU Support (product.metafields.custom.gpu_support),Integrated Graphics (product.metafields.custom.integrated_graphics),Lead Time Label (product.metafields.custom.lead_time_label),Lead Time Label Local (product.metafields.custom.lead_time_label_local),Lead Time Label Overseas (product.metafields.custom.lead_time_label_overseas),Local Source Enabled (product.metafields.custom.local_source_enabled),Modularity (product.metafields.custom.modularity),Motherboard Wifi (product.metafields.custom.motherboard_wifi),M.2 Slots (product.metafields.custom.m_2_slots),Overseas Source Enabled (product.metafields.custom.overseas_source_enabled),Part Number (product.metafields.custom.part_number),PCIe Generation (product.metafields.custom.pcie_generation),PCIe x16 Slots (product.metafields.custom.pcie_x16_slots),PC Builder (product.metafields.custom.pc_builder_enabled),Quick Description (product.metafields.custom.quick_description),RAM Slots (product.metafields.custom.ram_slots),Read Mbps (product.metafields.custom.read_mbps),Save Count (product.metafields.custom.save_count),Socket Chipset (product.metafields.custom.socket_chipset),Supported Motherboard (product.metafields.custom.supported_motherboard),TDP (product.metafields.custom.tdp),uc.setup.drivers_url (product.metafields.custom.uc_setup_drivers_url),uc.setup.install_video_url (product.metafields.custom.uc_setup_install_video_url),Watts (product.metafields.custom.watts),Write Mbps (product.metafields.custom.write_mbps),Board Partner (product.metafields.gpu.board_partner),Boost Clock (product.metafields.gpu.boost_clock),Chipset (product.metafields.gpu.chipset),Core Clock (product.metafields.gpu.core_clock),Height (product.metafields.gpu.height),Length (product.metafields.gpu.length),Memory Type (product.metafields.gpu.memory_type),Minimum PSU (product.metafields.gpu.minimum_psu),Power Connectors (product.metafields.gpu.power_connectors),VRAM (product.metafields.gpu.vram),Width (product.metafields.gpu.width),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Capacity (product.metafields.ram.capacity),CAS Latency (product.metafields.ram.cas_latency),Module Capacity (product.metafields.ram.module_capacity),Module Count (product.metafields.ram.module_count),Speed (product.metafields.ram.speed),Brand (product.metafields.relations.brand),80 Plus efficiency rating (product.metafields.shopify.80-plus-efficiency-rating),Adaptive sync technology (product.metafields.shopify.adaptive-sync-technology),BIOS type (product.metafields.shopify.bios-type),Bracket profile (product.metafields.shopify.bracket-profile),Card/Adapter installation (product.metafields.shopify.card-adapter-installation),Chassis type (product.metafields.shopify.chassis-type),Circuit board features (product.metafields.shopify.circuit-board-features),Color (product.metafields.shopify.color-pattern),Compatible motherboard form factor (product.metafields.shopify.compatible-motherboard-form-factor),Compatible power supply form factor (product.metafields.shopify.compatible-power-supply-form-factor),Compatible processor series (product.metafields.shopify.compatible-processor-series),Component mounting style (product.metafields.shopify.component-mounting-style),Component output type (product.metafields.shopify.component-output-type),Connection type (product.metafields.shopify.connection-type),Connector gender (product.metafields.shopify.connector-gender),Cooling technology (product.metafields.shopify.cooling-technology),Device interface (product.metafields.shopify.device-interface),Display resolution (product.metafields.shopify.display-resolution),Display technology (product.metafields.shopify.display-technology),Energy efficiency class (product.metafields.shopify.energy-efficiency-class),Error correction type (product.metafields.shopify.error-correction-type),Expansion slots (product.metafields.shopify.expansion-slots),Graphics card type (product.metafields.shopify.graphics-card-type),Hard drive features (product.metafields.shopify.hard-drive-features),Hard drive form factor (product.metafields.shopify.hard-drive-form-factor),Hard drive installation (product.metafields.shopify.hard-drive-installation),Instruction set architecture (product.metafields.shopify.instruction-set-architecture),Keyboard format (product.metafields.shopify.keyboard-format),Keyboard layout (product.metafields.shopify.keyboard-layout),Keyboard specialized features (product.metafields.shopify.keyboard-specialized-features),Keyboard switch type (product.metafields.shopify.keyboard-switch-type),Lock type (product.metafields.shopify.lock-type),Material (product.metafields.shopify.material),Memory channels (product.metafields.shopify.memory-channels),Memory form factor (product.metafields.shopify.memory-form-factor),Memory technology (product.metafields.shopify.memory-technology),Monitor shape (product.metafields.shopify.monitor-shape),Motherboard chipset family (product.metafields.shopify.motherboard-chipset-family),Motherboard form factor (product.metafields.shopify.motherboard-form-factor),Motherboard memory features (product.metafields.shopify.motherboard-memory-features),Mouse technology (product.metafields.shopify.mouse-technology),Mouse/Trackball features (product.metafields.shopify.mouse-trackball-features),Multi-GPU technology (product.metafields.shopify.multi-gpu-technology),Native aspect ratio (product.metafields.shopify.native-aspect-ratio),Overclock profile support (product.metafields.shopify.overclock-profile-support),Parallel processing technology support (product.metafields.shopify.parallel-processing-technology-support),PCB type (product.metafields.shopify.pcb-type),Power source (product.metafields.shopify.power-source),Power supply form factor (product.metafields.shopify.power-supply-form-factor),Power supply modularity (product.metafields.shopify.power-supply-modularity),Primary PCIe slot version (product.metafields.shopify.primary-pcie-slot-version),Processor cores (product.metafields.shopify.processor-cores),Processor family (product.metafields.shopify.processor-family),Processor socket (product.metafields.shopify.processor-socket),Side panel style (product.metafields.shopify.side-panel-style),Storage drive interface type (product.metafields.shopify.storage-drive-interface-type),Storage drive interfaces supported (product.metafields.shopify.storage-drive-interfaces-supported),Storage media type (product.metafields.shopify.storage-media-type),USB connector type (product.metafields.shopify.usb-connector-type),USB standard (product.metafields.shopify.usb-standard),Video resolution supported (product.metafields.shopify.video-resolution-supported),Wi-Fi standard (product.metafields.shopify.wi-fi-standard),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Philippines,Price / Philippines,Compare At Price / Philippines,Status
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,16GB x 2 (32GB) 6000Mhz CL30 KLEVV Bolt V,"<p>KLEVV BOLT V 32GB DDR5-6000 CL30 is a low-profile desktop memory kit built for gaming, multitasking, and creator PCs, with Intel XMP and AMD EXPO support for easy tuning. Its slim aluminum heat spreader helps improve compatibility in tighter builds</p>
<p><strong data-start=""325"" data-end=""343"">Specifications</strong><br data-start=""343"" data-end=""346"">• Series: KLEVV Bolt V <span class="""" data-state=""closed""></span><br data-start=""405"" data-end=""408"">• Memory Type: DDR5 Gaming/OC Memory <span class="""" data-state=""closed""></span><br data-start=""482"" data-end=""485"">• Format: 288-pin DDR5 Unbuffered DIMM <span class="""" data-state=""closed""></span><br data-start=""561"" data-end=""564"">• Capacity: 32 GB kit, 16 GB × 2 <span class="""" data-state=""closed""></span><br data-start=""634"" data-end=""637"">• Tested Speed: 6000 MT/s <span class="""" data-state=""closed""></span><br data-start=""700"" data-end=""703"">• Tested Timing: 30-36-36-76 <span class="""" data-state=""closed""></span><br data-start=""769"" data-end=""772"">• Tested Voltage: 1.35 V <span class="""" data-state=""closed""></span><br data-start=""834"" data-end=""837"">• SPD Speed: 4800 MT/s <span class="""" data-state=""closed""></span><br data-start=""897"" data-end=""900"">• SPD Timing: 40-40-40-77 <span class="""" data-state=""closed""></span><br data-start=""963"" data-end=""966"">• SPD Voltage: 1.1 V <span class="""" data-state=""closed""></span><br data-start=""1026"" data-end=""1029"">• Profile Support: Intel XMP, AMD EXPO <span class="""" data-state=""closed""></span><br data-start=""1107"" data-end=""1110"">• Dimensions: 136.34 × 33.21 × 6.2 mm <span class="""" data-state=""closed""></span><br data-start=""1187"" data-end=""1190"">• Heat Spreader: Aluminum <span class="""" data-state=""closed""></span><br data-start=""1255"" data-end=""1258"">• On-die ECC: Supported <span class="""" data-state=""closed""></span><br data-start=""1321"" data-end=""1324"">• PMIC: Supported <span class="""" data-state=""closed""></span><br data-start=""1381"" data-end=""1384"">• Warranty: Limited lifetime warranty <span class="""" data-state=""closed""></span><br data-start=""1461"" data-end=""1464"">• Product Number for 32 GB 6000 CL30 kit: KD5AGU880-60A300F</p>",KLEVV,Electronics > Electronics Accessories > Memory > RAM,"","16GBx2 RAM, 288-pin DIMM, 32GB DDR5, 6000MHz RAM, aluminum heat spreader, AMD EXPO, CL30 RAM, creator memory, DDR5 RAM, DDR5-6000, FIT V, gaming memory, Intel XMP, KLEVV, KLEVV DDR5, KLEVV FIT V, low profile RAM, non RGB RAM",true,Color,charcoal-grey,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,0,deny,manual,25000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_01.png?v=1782441273,1,"",false,,,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,"Brand: KLEVV
Memory Capacity: 32 GB
Speed: 6000 MHz
CAS Latency: CL30
RGB: N/A",,,,,,,,,,,,,,,,,,,,,,,32,30,16,2,6000,klevv,,,,,,,,charcoal-grey; pure-white,,,,,,,,,,,,,non-ecc,,,,,,,,,,,,,,dimm,ddr5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_01.png?v=1782441273,kg,,,true,,,active
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,pure-white,,,,,,,,,0.0,shopify,0,deny,manual,25000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_08.png?v=1782441274,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_W_01.png?v=1782441292,kg,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_09.png?v=1782441269,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ScenarioCuts_Memory_BOLT-V_01.jpg?v=1782441273,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ScenarioCuts_Memory_BOLT-V_08.jpg?v=1782441273,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ScenarioCuts_Memory_BOLT-V_09.jpg?v=1782441269,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_02.png?v=1782441269,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_03.png?v=1782441274,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_04.png?v=1782441273,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16gb-x-2-32gb-6000mhz-cl30-klevv-bolt-v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/3368/3337/files/Klevv_ProductImage_Memory_BOLT-V_05.png?v=1782441269,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
